,temp_aula,hum_aula,pres_aula,min_puerta_1,min_ventana_1,min_ventana_2,min_ventana_3,min_ventana_4,min_ventana_5,min_ventana_6,min_ventana_7,min_ventana_8,min_ventana_9,min_ventana_10,min_ventana_11,min_ventana_12,temp_exterior,nubosidad,hum_exterior,vel_viento,elevacion_sol,acimut_sol,hora_del_dia,dia_de_la_semana,mes_del_ano,temp_calefaccion,temp_calefaccion_inferida,calefaccion_encendida,min_totales_ponderados,derroche_actual
2025-09-17 23:00:00,26.66,55.26,1017.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.7,86.0,5.0,-48.27333333333333,352.8733333333334,23,3,9,28.6,27.93552953828918,1.0,0.0,0
2025-09-18 00:00:00,26.725,56.06,1017.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,5.5,87.0,4.3,-47.51666666666667,14.786666666666669,0,4,9,28.7,28.23813114013617,1.0,0.0,0
2025-09-18 01:00:00,26.768,57.73714285714285,1017.2571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,1.6,88.0,4.0,-42.66,34.93,1,4,9,28.7,28.067815627599,1.0,0.0,0
2025-09-18 02:00:00,26.81,58.5,1017.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.8,89.0,3.6,-34.75666666666666,51.336666666666666,2,4,9,28.7,27.943801360334906,1.0,0.0,0
2025-09-18 03:00:00,26.73,59.42,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,2.3,90.0,4.3,-24.97,64.50333333333333,3,4,9,28.8,27.71779466009086,1.0,0.0,0
2025-09-18 04:00:00,26.77,60.17,1017.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,6.2,91.0,5.0,-14.268333333333333,75.40166666666666,4,4,9,28.8,27.58486821117801,1.0,0.0,0
2025-09-18 09:00:00,26.4225,55.38249999999999,1018.55,30.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,61.0,5.4,39.61466666666667,129.47466666666668,9,4,9,27.5,26.51077941574108,0.0,180.0,0
2025-09-18 10:00:00,27.015,52.84,1018.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,27.8,0.0,56.0,8.3,47.28,147.31933333333333,10,4,9,27.7,27.414308331276427,1.0,90.0,1
2025-09-18 11:00:00,27.235,53.98,1017.9,32.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.5,0.0,55.0,11.2,51.532,170.19375,11,4,9,27.6,28.014200759663566,1.0,90.4,1
2025-09-18 12:00:00,27.2475,49.0525,1017.55,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.7,0.0,58.0,13.3,51.103333333333325,194.428,12,4,9,27.6,28.38470717552156,1.0,76.4,1
2025-09-18 13:00:00,26.59,39.68,1017.35,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,29.0,0.0,57.0,14.4,46.15933333333334,215.9133333333333,13,4,9,28.3,28.61814860605981,1.0,76.4,1
2025-09-18 14:00:00,25.986666666666665,37.91,1017.25,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.8,0.0,58.0,15.1,38.04866666666668,233.006,14,4,9,28.4,28.375208113829785,1.0,76.4,1
2025-09-18 15:00:00,25.68,38.68,1017.1,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.3,0.0,58.0,15.1,28.066666666666663,246.4273333333333,15,4,9,28.6,28.12190756446303,1.0,76.4,1
2025-09-18 16:00:00,25.8,39.26,1017.3,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.5,0.0,60.0,15.1,17.094,257.5186666666666,16,4,9,28.8,28.210319316625213,1.0,76.4,1
2025-09-18 17:00:00,25.736666666666665,38.98,1017.55,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,26.5,0.0,66.0,13.3,5.673571428571428,267.49142857142857,17,4,9,28.8,28.285988971077305,1.0,76.4,1
2025-09-18 18:00:00,25.613333333333333,41.46333333333333,1018.1,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.5,0.0,74.0,10.8,-4.106923076923077,275.5869230769231,18,4,9,28.7,28.151552910271075,1.0,76.4,1
2025-09-18 19:00:00,25.95,45.866666666666674,1018.65,25.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.3,27.3,80.0,9.7,-16.110000000000003,286.00166666666667,19,4,9,28.1,28.25890233684964,1.0,76.4,1
2025-09-19 07:00:00,26.75,50.69499999999999,1019.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.5,33.6,80.0,6.1,19.029333333333334,104.628,7,5,9,26.4,28.18566142476179,1.0,85.0,1
2025-09-19 08:00:00,26.8,48.04,1019.35,32.3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.7,53.1,70.0,5.4,29.83133333333333,116.09066666666666,8,5,9,27.3,28.31635969345816,1.0,89.6,1
2025-09-19 09:00:00,26.656666666666663,46.34166666666667,1019.58,24.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,26.1,62.5,68.0,6.8,39.49333333333333,130.10800000000003,9,5,9,27.5,28.266480513232885,1.0,73.0,1
2025-09-19 10:00:00,27.05666666666667,50.43000000000001,1019.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.1,99.2,64.0,9.0,47.05733333333333,147.98466666666667,10,5,9,27.8,28.274796799349296,1.0,85.0,1
2025-09-19 11:00:00,26.813333333333333,45.22666666666666,1018.775,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.5,85.9,63.0,10.1,51.192,170.71687500000004,11,5,9,28.0,28.447468892922192,1.0,85.0,1
2025-09-19 12:00:00,26.373999999999995,38.398,1018.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.3,12.5,60.0,11.2,50.72466666666666,194.31466666666665,12,5,9,28.3,28.6292664818858,1.0,85.0,1
2025-09-19 13:00:00,26.165,44.71666666666667,1017.68,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,29.0,3.9,57.0,13.3,45.81533333333333,215.66666666666669,13,5,9,28.5,28.071600560494005,1.0,85.0,1
2025-09-19 14:00:00,25.843333333333334,41.565,1017.35,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.7,1.6,56.0,14.4,37.742666666666665,232.70666666666665,14,5,9,28.2,28.075227796725027,1.0,85.0,1
2025-09-19 15:00:00,26.145,51.205,1017.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.2,0.8,58.0,15.1,27.790666666666667,246.118,15,5,9,28.3,27.67471359541114,1.0,85.0,1
2025-09-19 16:00:00,26.44666666666667,53.16333333333333,1017.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.4,7.8,62.0,14.8,16.836,257.21466666666663,16,5,9,27.9,27.833669279953604,1.0,85.0,1
2025-09-19 17:00:00,26.406666666666663,55.04333333333333,1017.7333333333336,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,26.4,7.0,67.0,12.6,5.313571428571429,267.29678571428576,17,5,9,27.7,27.746195924482816,1.0,85.0,1
2025-09-19 18:00:00,26.44,56.505,1018.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.6,11.7,73.0,11.2,-4.482499999999999,275.37083333333334,18,5,9,27.6,27.78030358512227,1.0,85.0,1
2025-09-19 19:00:00,26.366666666666664,56.99333333333333,1018.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.2,64.1,74.0,9.7,-16.115,285.4616666666667,19,5,9,27.4,27.73537954891663,1.0,85.0,1
2025-09-19 20:00:00,26.535,57.32,1018.4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.0,84.4,75.0,7.9,-28.633333333333336,298.7733333333333,20,5,9,27.2,27.89237223531162,1.0,85.0,1
2025-09-19 21:00:00,26.535,57.04,1018.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.8,46.1,76.0,5.8,-38.02666666666667,312.84666666666664,21,5,9,27.0,27.95428629322528,1.0,85.0,1
2025-09-19 22:00:00,26.7,57.355,1018.25,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.3,42.2,79.0,6.5,-45.22,330.53333333333336,22,5,9,27.4,28.114291887803645,1.0,85.0,1
2025-09-19 23:00:00,26.78,57.865,1018.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.9,48.4,80.0,6.5,-48.973333333333336,352.05,23,5,9,27.6,28.12433064036184,1.0,85.0,1
2025-09-20 00:00:00,26.795,58.23,1017.75,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.3,47.7,82.0,6.5,-48.27333333333333,15.013333333333334,0,6,9,27.7,28.424591989019216,1.0,85.0,1
2025-09-20 01:00:00,26.74666666666667,58.72,1017.15,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.5,85.9,85.0,7.2,-43.34666666666667,35.39666666666667,1,6,9,27.8,28.296796279700544,1.0,85.0,1
2025-09-20 02:00:00,26.71,59.26,1016.7666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.0,84.4,86.0,7.9,-35.37,51.91333333333333,2,6,9,27.9,28.14562831340144,1.0,85.0,1
2025-09-20 03:00:00,26.703333333333337,59.68333333333334,1016.3666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,21.5,11.7,87.0,8.3,-25.52333333333333,65.10333333333334,3,6,9,28.0,28.02140563960649,1.0,85.0,1
2025-09-20 04:00:00,26.63,59.94,1016.3666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.9,7.0,89.0,7.2,-14.258333333333333,76.485,4,6,9,28.0,27.841235022737013,1.0,85.0,1
2025-09-20 05:00:00,26.5,60.45,1016.3666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.4,12.5,90.0,9.0,-2.271875,86.64062499999999,5,6,9,28.1,27.61963263874144,1.0,85.0,1
2025-09-20 06:00:00,26.555,60.19,1016.45,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.3,24.2,88.0,8.3,6.997307692307691,94.4303846153846,6,6,9,28.1,27.54518846047656,1.0,85.0,1
2025-09-20 07:00:00,26.29,60.35,1016.45,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,21.2,62.5,80.0,8.3,19.01533333333333,105.16733333333332,7,6,9,28.1,27.153431196561005,1.0,85.0,1
2025-09-20 08:00:00,26.33,60.47,1016.45,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.9,100.0,67.0,6.5,29.776666666666664,116.67333333333336,8,6,9,28.1,27.01946494602382,1.0,85.0,1
2025-09-20 09:00:00,26.53,60.06,1016.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.8,100.0,62.0,4.0,39.37133333333334,130.74533333333332,9,6,9,28.1,27.142796988452776,1.0,85.0,1
2025-09-20 10:00:00,26.62666666666667,59.696666666666665,1015.8333333333334,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.2,56.2,57.0,6.8,46.836000000000006,148.6506666666667,10,6,9,28.1,27.22175846187709,1.0,85.0,1
2025-09-20 11:00:00,26.73,59.48,1015.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.2,65.6,52.0,9.4,50.81142857142857,170.6446666666667,11,6,9,28.1,27.26749777559276,1.0,85.0,1
2025-09-20 12:00:00,26.898000000000003,58.922,1014.22,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.3,17.2,54.0,12.6,50.346,194.196,12,6,9,28.2,27.50175009743873,1.0,85.0,1
2025-09-20 13:00:00,27.14333333333333,58.18666666666667,1013.4333333333334,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,29.0,9.4,53.0,16.2,45.468,215.4146666666667,13,6,9,28.3,27.82588351892576,1.0,85.0,1
2025-09-20 14:00:00,27.265,57.94333333333333,1012.8666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.1,30.5,59.0,17.6,37.438,232.40466666666669,14,6,9,28.3,28.037666384503613,1.0,85.0,1
2025-09-20 15:00:00,27.4,57.735,1012.2666666666664,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.8,42.2,61.0,15.8,27.518,245.80733333333336,15,6,9,28.4,28.20454766451044,1.0,85.0,1
2025-09-20 16:00:00,27.51,57.8,1011.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.2,82.8,64.0,13.7,16.584,256.90666666666664,16,6,9,28.4,28.33291176514492,1.0,85.0,1
2025-09-20 17:00:00,27.6,58.03,1011.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,26.0,100.0,70.0,13.7,5.305357142857143,266.79571428571427,17,6,9,28.4,28.47993852189792,1.0,85.0,1
2025-09-20 18:00:00,27.48333333333333,58.14000000000001,1012.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.4,100.0,74.0,12.2,-4.4816666666666665,274.8625,18,6,9,28.5,28.47713224357996,1.0,85.0,1
2025-09-20 19:00:00,27.445,58.245,1012.4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.9,100.0,79.0,9.0,-16.121666666666666,284.92333333333335,19,6,9,28.5,28.55169679822009,1.0,85.0,1
2025-09-20 20:00:00,27.31,58.28,1012.6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.9,100.0,78.0,8.6,-28.676666666666662,298.1766666666667,20,6,9,28.5,28.50904778164262,1.0,85.0,1
2025-09-20 21:00:00,27.316666666666663,58.46333333333333,1011.8666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.8,63.3,78.0,7.6,-38.14333333333334,312.1933333333333,21,6,9,28.5,28.542983997133124,1.0,85.0,1
2025-09-20 22:00:00,27.265,58.758,1011.325,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.5,21.9,80.0,6.1,-45.44,329.86,22,6,9,28.5,28.527749478912416,1.0,85.0,1
2025-09-20 23:00:00,27.235,59.14666666666667,1011.025,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.1,25.0,81.0,5.0,-49.31999999999999,351.6333333333334,23,6,9,28.5,28.456938101793767,1.0,85.0,1
2025-09-21 00:00:00,27.1875,59.6475,1010.375,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.8,17.2,83.0,5.8,-48.653333333333336,15.13,0,7,9,28.5,28.741120757847536,1.0,85.0,1
2025-09-21 01:00:00,27.115,60.27,1009.5333333333332,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.6,29.7,84.0,6.8,-43.70000000000001,35.63666666666666,1,7,9,28.5,28.603903803019904,1.0,85.0,1
2025-09-21 02:00:00,27.06,60.53666666666667,1008.85,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.0,35.2,86.0,5.4,-35.68,52.20333333333334,2,7,9,28.5,28.44633907613049,1.0,85.0,1
2025-09-21 03:00:00,26.9,60.98,1008.3666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.8,36.7,88.0,6.8,-25.80333333333333,65.40333333333334,3,7,9,28.5,28.26484444078197,1.0,85.0,1
2025-09-21 04:00:00,26.836666666666662,61.150000000000006,1008.35,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.4,30.5,89.0,6.8,-14.255,77.02166666666668,4,7,9,28.5,28.10458238033849,1.0,85.0,1
2025-09-21 05:00:00,26.835,61.31,1008.4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.0,40.6,89.0,7.2,-2.545333333333333,86.92466666666665,5,7,9,28.5,27.970015929131765,1.0,85.0,1
2025-09-21 06:00:00,26.75,61.51333333333333,1008.25,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,21.6,25.8,90.0,6.8,6.563461538461539,94.56653846153849,6,7,9,28.5,27.81253960749312,1.0,85.0,1
2025-09-21 07:00:00,26.8,61.34,1008.25,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.5,71.1,82.0,6.1,18.256666666666664,104.99666666666668,7,7,9,28.4,27.65958491034644,1.0,85.0,1
2025-09-21 08:00:00,26.765,61.5425,1008.4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,24.7,15.6,70.0,4.0,29.032666666666668,116.418,8,7,9,28.4,27.452123459148503,1.0,85.0,1
2025-09-21 09:00:00,26.82,61.44333333333333,1008.2666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,26.4,67.2,63.0,4.3,38.662000000000006,130.334,9,7,9,28.4,27.41424188664932,1.0,85.0,1
2025-09-21 10:00:00,26.903333333333336,61.4225,1007.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.6,98.4,57.0,6.1,46.212,147.98266666666666,10,7,9,28.4,27.396648872330253,1.0,85.0,1
2025-09-21 11:00:00,27.155,60.81666666666667,1007.15,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,26.8,99.2,60.0,9.0,50.419375,170.39625,11,7,9,28.5,27.590411680210053,1.0,85.0,1
2025-09-21 12:00:00,27.322,60.352,1006.325,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,26.9,93.0,61.0,14.0,49.964666666666666,194.0846666666667,12,7,9,28.5,27.810244664542587,1.0,85.0,1
2025-09-21 13:00:00,27.4875,60.59,1005.3666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.6,79.7,57.0,13.7,45.12266666666666,215.1733333333333,13,7,9,28.6,27.988715965242992,1.0,85.0,1
2025-09-21 14:00:00,27.526,60.685,1004.4833333333332,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.0,97.7,60.0,16.9,37.12933333333333,232.10866666666664,14,7,9,28.6,28.09974115941408,1.0,85.0,1
2025-09-21 15:00:00,27.430000000000003,61.05666666666667,1003.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.4,72.7,56.0,14.4,27.241333333333333,245.498,15,7,9,28.7,27.98906344979486,1.0,85.0,1
2025-09-21 16:00:00,27.522,61.25600000000001,1004.025,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.4,36.7,57.0,14.0,16.325333333333337,256.6046666666668,16,7,9,28.7,28.135719399631128,1.0,85.0,1
2025-09-21 17:00:00,27.52333333333333,60.873333333333335,1003.8333333333334,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,27.0,33.6,64.0,13.7,5.121379310344826,266.45206896551724,17,7,9,28.7,28.26647688994348,1.0,85.0,1
2025-09-21 18:00:00,27.296666666666667,60.10666666666666,1004.05,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,25.7,18.7,71.0,14.0,-5.491666666666666,275.1658333333333,18,7,9,28.7,28.27946603975501,1.0,85.0,1
2025-09-21 19:00:00,27.32333333333333,59.734,1004.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,28.0,0.8,48.0,24.8,-16.951999999999998,285.14,19,7,9,27.9,28.22870037645963,1.0,85.0,1
2025-09-21 20:00:00,27.243333333333336,59.620000000000005,1005.72,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.1,64.1,72.0,35.3,-28.723333333333333,297.58,20,7,9,27.6,28.461394432285,1.0,85.0,1
2025-09-21 21:00:00,27.12666666666667,59.5675,1006.4666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,23.1,3.9,67.0,37.4,-38.26,311.5433333333333,21,7,9,27.3,28.36231801247288,1.0,85.0,1
2025-09-21 22:00:00,27.09,59.355,1006.75,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,22.5,7.0,60.0,33.5,-45.66,329.1766666666667,22,7,9,27.3,28.129862062978297,1.0,85.0,1
2025-09-21 23:00:00,27.04,59.22,1007.15,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,21.8,1.6,61.0,26.3,-49.66,351.2066666666667,23,7,9,27.3,27.9838601103639,1.0,85.0,1
2025-09-22 00:00:00,26.956666666666667,59.0275,1007.6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.8,17.2,66.0,19.8,-49.03,15.246666666666668,0,1,9,27.1,27.688474100752224,1.0,85.0,1
2025-09-22 01:00:00,26.34,58.025,1007.95,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.2,19.5,72.0,14.0,-44.04666666666666,35.876666666666665,1,1,9,26.9,27.27976410782849,1.0,85.0,1
